SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJASPS030015_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0097,0.9412,0.0491,Stranded
SJBALL021900_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0154,0.9366,0.048,Stranded
SJBALL101_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0319,0.9157,0.0524,Stranded
SJBALL204_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0212,0.9217,0.057,Stranded
SJBALL237_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0246,0.9256,0.0498,Stranded
SJCBF041_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.012,0.9466,0.0414,Stranded
SJCBF100_E,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0179,0.936,0.0461,Stranded
SJDOWN013_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0173,0.926,0.0567,Stranded
SJDSRCT030010_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0196,0.9264,0.054,Stranded
SJDSRCT030016_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0282,0.9186,0.0532,Stranded
SJE2A001_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0289,0.919,0.0522,Stranded
SJE2A007_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0271,0.9237,0.0492,Stranded
SJEPD003_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0237,0.9256,0.0507,Stranded
SJETV092_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0241,0.9314,0.0445,Stranded
SJETV093_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0228,0.9361,0.0411,Stranded
SJEWS001303_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0212,0.9362,0.0426,Stranded
SJGIST030018_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0119,0.9226,0.0655,Stranded
SJHGG001_A,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0181,0.9439,0.038,Stranded
SJHGG003_A,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0224,0.9306,0.0469,Stranded
SJHYPER006_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.022,0.9399,0.0381,Stranded
SJHYPER011_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0191,0.9298,0.0512,Stranded
SJHYPO117_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0226,0.9323,0.0451,Stranded
SJHYPO120_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0255,0.9238,0.0507,Stranded
SJHYPO124_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0256,0.9239,0.0505,Stranded
SJIFS030022_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0138,0.9318,0.0543,Stranded
SJLGG020_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0161,0.933,0.0509,Stranded
SJLGG022_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0261,0.9272,0.0467,Stranded
SJLGG026_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0172,0.9407,0.0421,Stranded
SJLGG035_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0202,0.9404,0.0394,Stranded
SJLGG036_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0208,0.9318,0.0474,Stranded
SJLGG038_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0198,0.929,0.0512,Stranded
SJLGG039_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0193,0.9369,0.0438,Stranded
SJMB002_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0323,0.9011,0.0666,Stranded
SJMB009_E,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0581,0.8896,0.0523,Stranded
SJMB028_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0215,0.9061,0.0724,Stranded
SJLGG030575_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030021_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0269,0.9343,0.0388,Stranded
SJMB067_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0262,0.9136,0.0603,Stranded
SJMEL001004_D2,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0165,0.9302,0.0532,Stranded
SJMLL001_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0247,0.9545,0.0208,Stranded
SJMLL002_D,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,101,0.0285,0.9464,0.0251,Stranded
SJMLL004_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0202,0.9281,0.0517,Stranded
SJMLL014_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0299,0.9231,0.047,Stranded
SJMLL019_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0158,0.9475,0.0367,Stranded
SJMLL030007_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0196,0.9289,0.0514,Stranded
SJMPNST030013_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0161,0.93,0.0539,Stranded
SJNBL030002_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.021,0.9315,0.0474,Stranded
SJNBL030003_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0166,0.9191,0.0644,Stranded
SJNBL030014_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0208,0.9202,0.059,Stranded
SJNBL101_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0122,0.9393,0.0485,Stranded
SJNBL105_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.02,0.9332,0.0468,Stranded
SJNBL107_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0206,0.9167,0.0627,Stranded
SJNBL110_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0816,0.877,0.0414,Stranded
SJNBL117_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0178,0.9351,0.0472,Stranded
SJOS001_M,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0175,0.9529,0.0296,Stranded
SJOS013_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0156,0.9459,0.0385,Stranded
SJPHALL003_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0159,0.929,0.0551,Stranded
SJPHALL005_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0217,0.9254,0.053,Stranded
SJPHCML030001_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0213,0.946,0.0327,Stranded
SJPML030005_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0149,0.932,0.0531,Stranded
SJRB002_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0561,0.9046,0.0393,Stranded
SJRB031_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0397,0.9125,0.0478,Stranded
SJRB051_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0629,0.8864,0.0507,Stranded
SJRHB007_D,Fresh/Frozen,GAIIX,Total_RNA,Paired_End,101,0.024,0.9309,0.0451,Stranded
SJRHB010_D,Fresh/Frozen,GAIIX,Total_RNA,Paired_End,101,0.0187,0.9246,0.0567,Stranded
SJRHB013_D,Fresh/Frozen,GAIIX,Total_RNA,Paired_End,101,0.0104,0.9432,0.0464,Stranded
SJSS030012_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.01,0.9408,0.0492,Stranded
SJSS030017_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.014,0.9276,0.0585,Stranded
SJTALL030_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0223,0.9289,0.0488,Stranded
SJTALL077_D,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0228,0.9294,0.0478,Stranded
SJAML030069_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0203,0.9169,0.0628,Stranded
SJAML030077_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0143,0.9484,0.0373,Stranded
SJAML030079_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0214,0.9149,0.0637,Stranded
SJAML030085_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0233,0.9248,0.052,Stranded
SJAML030099_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0256,0.9314,0.043,Stranded
SJAML030118_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0196,0.929,0.0514,Stranded
SJAML030119_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0278,0.9254,0.0469,Stranded
SJAML030120_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0243,0.9268,0.0489,Stranded
SJAML030151_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.019,0.9384,0.0426,Stranded
SJAML030153_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0106,0.9449,0.0445,Stranded
SJAML030155_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0195,0.9144,0.0661,Stranded
SJAML030156_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0239,0.9202,0.0559,Stranded
SJAML030163_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0225,0.9179,0.0596,Stranded
SJAML030186_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0289,0.9261,0.045,Stranded
SJAML030195_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0246,0.925,0.0504,Stranded
SJAML030200_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0153,0.9483,0.0365,Stranded
SJAML030208_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0179,0.9283,0.0538,Stranded
SJAML030209_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0459,0.921,0.0331,Stranded
SJAML030231_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0145,0.939,0.0465,Stranded
SJAML030233_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0192,0.9224,0.0584,Stranded
SJAML030286_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0235,0.9299,0.0466,Stranded
SJAML030287_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0213,0.9295,0.0492,Stranded
SJAML030297_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0214,0.9259,0.0526,Stranded
SJAML030320_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0135,0.9328,0.0537,Stranded
SJAML030322_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0155,0.9337,0.0508,Stranded
SJAML030324_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0125,0.9295,0.058,Stranded
SJAML030330_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0153,0.9373,0.0474,Stranded
SJAML030345_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0217,0.9292,0.049,Stranded
SJBALL030034_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0225,0.9337,0.0439,Stranded
SJBALL030036_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.02,0.9286,0.0514,Stranded
SJBALL030040_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0262,0.9264,0.0474,Stranded
SJBALL030042_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0214,0.9236,0.055,Stranded
SJBALL030045_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0186,0.9259,0.0554,Stranded
SJBALL030048_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0267,0.9226,0.0506,Stranded
SJBALL030052_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0199,0.9331,0.0469,Stranded
SJBALL030054_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0251,0.9329,0.042,Stranded
SJLGG030797_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030798_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030072_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0261,0.9204,0.0535,Stranded
SJBALL030074_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0206,0.9386,0.0407,Stranded
SJBALL030080_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0164,0.939,0.0446,Stranded
SJBALL030090_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.017,0.9356,0.0474,Stranded
SJBALL030091_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0242,0.9149,0.0609,Stranded
SJBALL030095_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0243,0.9272,0.0485,Stranded
SJBALL030103_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0202,0.92,0.0598,Stranded
SJBALL030104_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0182,0.9266,0.0553,Stranded
SJBALL030108_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0288,0.9201,0.0511,Stranded
SJBALL030123_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0226,0.9315,0.0459,Stranded
SJBALL030126_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0287,0.9286,0.0427,Stranded
SJBALL030127_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0255,0.9345,0.0401,Stranded
SJBALL030130_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0211,0.9318,0.0471,Stranded
SJBALL030132_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0298,0.919,0.0512,Stranded
SJBALL030133_D1,Fresh/Frozen,"HiSeq2500,NextSeq",Total_RNA,Paired_End,126,0.0208,0.9375,0.0417,Stranded
SJBALL030143_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0243,0.9268,0.0489,Stranded
SJBALL030144_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0227,0.9257,0.0516,Stranded
SJBALL030145_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0203,0.928,0.0517,Stranded
SJBALL030150_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.024,0.9216,0.0545,Stranded
SJBALL030161_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0277,0.9281,0.0442,Stranded
SJBALL030164_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0294,0.9228,0.0478,Stranded
SJBALL030170_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0198,0.9403,0.0399,Stranded
SJBALL030174_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0255,0.9138,0.0608,Stranded
SJBALL030190_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0225,0.9263,0.0512,Stranded
SJBALL030196_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.021,0.9273,0.0518,Stranded
SJBALL030207_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0251,0.9189,0.0559,Stranded
SJBALL030214_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0272,0.9342,0.0386,Stranded
SJBALL030215_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0242,0.932,0.0438,Stranded
SJBALL030216_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0184,0.9293,0.0523,Stranded
SJLGG030813_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL030221_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0209,0.9354,0.0437,Stranded
SJBALL030225_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0184,0.9275,0.0541,Stranded
SJBALL030227_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0182,0.924,0.0579,Stranded
SJBALL030247_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0221,0.9275,0.0503,Stranded
SJBALL030248_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0287,0.9173,0.0539,Stranded
SJBALL030254_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0261,0.9267,0.0472,Stranded
SJBALL030258_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0261,0.9346,0.0393,Stranded
SJBALL030265_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0267,0.9163,0.057,Stranded
SJBALL030266_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0261,0.9226,0.0513,Stranded
SJBALL030267_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.045,0.9139,0.0411,Stranded
SJBALL030268_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0275,0.9301,0.0424,Stranded
SJBALL030270_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0285,0.9336,0.0378,Stranded
SJBALL030271_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0258,0.9437,0.0305,Stranded
SJBALL030275_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0327,0.9226,0.0448,Stranded
SJBALL030276_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0201,0.9497,0.0302,Stranded
SJBALL030282_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.03,0.9251,0.0449,Stranded
SJBALL030285_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0266,0.9259,0.0476,Stranded
SJBALL030288_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0151,0.9369,0.048,Stranded
SJBALL030290_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0208,0.9283,0.0509,Stranded
SJBALL030294_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0231,0.9232,0.0537,Stranded
SJBALL030295_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0248,0.9235,0.0518,Stranded
SJBALL030301_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0166,0.9332,0.0502,Stranded
SJBALL030311_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.016,0.9379,0.0461,Stranded
SJBALL030313_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0139,0.9291,0.0569,Stranded
SJBALL030318_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0255,0.92,0.0544,Stranded
SJBALL030323_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0384,0.92,0.0416,Stranded
SJBALL030325_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.018,0.9322,0.0498,Stranded
SJBALL030327_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0218,0.9338,0.0443,Stranded
SJBALL030331_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0293,0.9186,0.0521,Stranded
SJBALL030334_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0176,0.9281,0.0543,Stranded
SJBALL030337_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0183,0.9305,0.0512,Stranded
SJBALL030344_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0219,0.9216,0.0565,Stranded
SJBALL030346_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0245,0.9291,0.0464,Stranded
SJBALL030366_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0193,0.9202,0.0605,Stranded
SJBT030066_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.029,0.9236,0.0474,Stranded
SJLGG030899_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030073_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0149,0.9341,0.0511,Stranded
SJBT030076_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0167,0.9218,0.0616,Stranded
SJBT030078_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.079,0.8741,0.0469,Stranded
SJBT030081_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0188,0.925,0.0561,Stranded
SJBT030081_D2,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0181,0.9265,0.0554,Stranded
SJBT030086_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0402,0.913,0.0468,Stranded
SJBT030098_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0197,0.9289,0.0513,Stranded
SJBT030109_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0315,0.9217,0.0468,Stranded
SJBT030113_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0163,0.9375,0.0461,Stranded
SJBT030128_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0196,0.8845,0.096,Stranded
SJBT030148_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0088,0.9314,0.0598,Stranded
SJBT030154_D1,Fresh/Frozen,HiSeq2500,Total_RNA,Paired_End,126,0.0229,0.9304,0.0466,Stranded
SJLGG031091_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030193_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.1221,0.8342,0.0437,Stranded
SJBT030255_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0116,0.938,0.0504,Stranded
SJBT030283_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0751,0.8869,0.038,Stranded
SJBT030306_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0178,0.933,0.0491,Stranded
SJDSRCT030041_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0241,0.9175,0.0585,Stranded
SJDSRCT030041_D2,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0311,0.9104,0.0585,Stranded
SJDSRCT030041_D3,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0278,0.9096,0.0626,Stranded
SJDSRCT030041_D4,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0331,0.9139,0.053,Stranded
SJLGG031096_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030097_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0297,0.894,0.0764,Stranded
SJEPD030146_D1,unknown,HiSeq2500,Total_RNA,Paired_End,126,0.0204,0.9147,0.0649,Stranded
SJEPD030168_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0264,0.9181,0.0555,Stranded
SJEPD030169_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0145,0.9216,0.0638,Stranded
SJEPD030229_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.023,0.9267,0.0503,Stranded
SJEPD030232_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0202,0.9536,0.0262,Stranded
SJEPD030250_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0198,0.9184,0.0618,Stranded
SJEPD030277_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0173,0.9507,0.032,Stranded
SJEPD030292_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0186,0.9338,0.0476,Stranded
SJEWS030070_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0223,0.9354,0.0424,Stranded
SJEWS030228_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0367,0.9335,0.0298,Stranded
SJLGG031127_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030332_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0141,0.9384,0.0475,Stranded
SJHGG030166_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0174,0.9353,0.0473,Stranded
SJHGG030179_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.0203,0.9254,0.0543,Stranded
SJHGG030198_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0244,0.9313,0.0443,Stranded
SJHGG030230_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0171,0.9207,0.0622,Stranded
SJHGG030242_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,0.026,0.9069,0.0671,Stranded
SJHGG030278_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0242,0.9492,0.0266,Stranded
SJHGG030284_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,0.0317,0.9185,0.0498,Stranded
SJHGG030319_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0171,0.9179,0.065,Stranded
SJHGG030335_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0189,0.9267,0.0545,Stranded
SJHGG030336_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.011,0.9308,0.0582,Stranded
SJHM030053_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0621,0.903,0.0348,Stranded
SJHM030100_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,0.0206,0.92,0.0594,Stranded
