KEY,Study,SampleID,SequencingType,SampleSequencing,BamFile,SampleTypeAbbreviation,SampleTypeDescription,Sample_Preparation,SamplePreservativeDesignationReason,SequencingMachineIDs,Sequencing_Machine,Library_Selection,Sequencing_Approach,Lab_Reported_Strandedness,Sequencing_Protocol,SequencingProtocolDesignationReason,ReadLength_bp,Protocol,StrandedAnalysis_InferExperiment_PeSense,StrandedAnalysis_InferExperiment_AntiSense,StrandedAnalysis_InferExperiment_Failed,Predicted Strandness via InferExperiment,KeepOrExclude,Reason for Decision
G4K_SJAML030286_D1,G4K,SJAML030286_D1,RNA-Seq,SJAML030286_D1.RNA-Seq,SJAML030286_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0235,0.9299,0.0466,Stranded-Reverse,KEEP,
G4K_SJAML030287_D1,G4K,SJAML030287_D1,RNA-Seq,SJAML030287_D1.RNA-Seq,SJAML030287_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0213,0.9295,0.0492,Stranded-Reverse,KEEP,
G4K_SJAML030297_D1,G4K,SJAML030297_D1,RNA-Seq,SJAML030297_D1.RNA-Seq,SJAML030297_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0214,0.9259,0.0526,Stranded-Reverse,KEEP,
G4K_SJAML030320_D1,G4K,SJAML030320_D1,RNA-Seq,SJAML030320_D1.RNA-Seq,SJAML030320_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0135,0.9328,0.0537,Stranded-Reverse,KEEP,
G4K_SJAML030322_D1,G4K,SJAML030322_D1,RNA-Seq,SJAML030322_D1.RNA-Seq,SJAML030322_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0155,0.9337,0.0508,Stranded-Reverse,KEEP,
G4K_SJAML030324_D1,G4K,SJAML030324_D1,RNA-Seq,SJAML030324_D1.RNA-Seq,SJAML030324_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0125,0.9295,0.058,Stranded-Reverse,KEEP,
G4K_SJAML030330_D1,G4K,SJAML030330_D1,RNA-Seq,SJAML030330_D1.RNA-Seq,SJAML030330_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0153,0.9373,0.0474,Stranded-Reverse,KEEP,
G4K_SJAML030345_D1,G4K,SJAML030345_D1,RNA-Seq,SJAML030345_D1.RNA-Seq,SJAML030345_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0217,0.9292,0.049,Stranded-Reverse,KEEP,
RTCG_SJAML030361_D1,RTCG,SJAML030361_D1,RNA-Seq,SJAML030361_D1.RNA-Seq,SJAML030361_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030410_D1,RTCG,SJAML030410_D1,RNA-Seq,SJAML030410_D1.RNA-Seq,SJAML030410_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030416_D1,RTCG,SJAML030416_D1,RNA-Seq,SJAML030416_D1.RNA-Seq,SJAML030416_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030430_D1,RTCG,SJAML030430_D1,RNA-Seq,SJAML030430_D1.RNA-Seq,SJAML030430_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030431_D1,RTCG,SJAML030431_D1,RNA-Seq,SJAML030431_D1.RNA-Seq,SJAML030431_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030440_D1,RTCG,SJAML030440_D1,RNA-Seq,SJAML030440_D1.RNA-Seq,SJAML030440_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030454_D1,RTCG,SJAML030454_D1,RNA-Seq,SJAML030454_D1.RNA-Seq,SJAML030454_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030459_D1,RTCG,SJAML030459_D1,RNA-Seq,SJAML030459_D1.RNA-Seq,SJAML030459_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,NS500229","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030464_D1,RTCG,SJAML030464_D1,RNA-Seq,SJAML030464_D1.RNA-Seq,SJAML030464_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,NS500229","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030471_D1,RTCG,SJAML030471_D1,RNA-Seq,SJAML030471_D1.RNA-Seq,SJAML030471_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030509_D1,RTCG,SJAML030509_D1,RNA-Seq,SJAML030509_D1.RNA-Seq,SJAML030509_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030510_D1,RTCG,SJAML030510_D1,RNA-Seq,SJAML030510_D1.RNA-Seq,SJAML030510_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,NS500229","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030534_D1,RTCG,SJAML030534_D1,RNA-Seq,SJAML030534_D1.RNA-Seq,SJAML030534_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030547_D1,RTCG,SJAML030547_D1,RNA-Seq,SJAML030547_D1.RNA-Seq,SJAML030547_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030560_D1,RTCG,SJAML030560_D1,RNA-Seq,SJAML030560_D1.RNA-Seq,SJAML030560_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030561_D1,RTCG,SJAML030561_D1,RNA-Seq,SJAML030561_D1.RNA-Seq,SJAML030561_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030592_D1,RTCG,SJAML030592_D1,RNA-Seq,SJAML030592_D1.RNA-Seq,SJAML030592_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030601_D1,RTCG,SJAML030601_D1,RNA-Seq,SJAML030601_D1.RNA-Seq,SJAML030601_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030612_D1,RTCG,SJAML030612_D1,RNA-Seq,SJAML030612_D1.RNA-Seq,SJAML030612_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030624_D1,RTCG,SJAML030624_D1,RNA-Seq,SJAML030624_D1.RNA-Seq,SJAML030624_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030669_D1,RTCG,SJAML030669_D1,RNA-Seq,SJAML030669_D1.RNA-Seq,SJAML030669_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030683_D1,RTCG,SJAML030683_D1,RNA-Seq,SJAML030683_D1.RNA-Seq,SJAML030683_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030689_D1,RTCG,SJAML030689_D1,RNA-Seq,SJAML030689_D1.RNA-Seq,SJAML030689_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030690_D1,RTCG,SJAML030690_D1,RNA-Seq,SJAML030690_D1.RNA-Seq,SJAML030690_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030708_D1,RTCG,SJAML030708_D1,RNA-Seq,SJAML030708_D1.RNA-Seq,SJAML030708_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030714_D1,RTCG,SJAML030714_D1,RNA-Seq,SJAML030714_D1.RNA-Seq,SJAML030714_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030727_D1,RTCG,SJAML030727_D1,RNA-Seq,SJAML030727_D1.RNA-Seq,SJAML030727_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,K00327",HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030773_D1,RTCG,SJAML030773_D1,RNA-Seq,SJAML030773_D1.RNA-Seq,SJAML030773_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030778_D1,RTCG,SJAML030778_D1,RNA-Seq,SJAML030778_D1.RNA-Seq,SJAML030778_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030799_D1,RTCG,SJAML030799_D1,RNA-Seq,SJAML030799_D1.RNA-Seq,SJAML030799_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030852_D1,RTCG,SJAML030852_D1,RNA-Seq,SJAML030852_D1.RNA-Seq,SJAML030852_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030881_D1,RTCG,SJAML030881_D1,RNA-Seq,SJAML030881_D1.RNA-Seq,SJAML030881_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030934_D1,RTCG,SJAML030934_D1,RNA-Seq,SJAML030934_D1.RNA-Seq,SJAML030934_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030947_D1,RTCG,SJAML030947_D1,RNA-Seq,SJAML030947_D1.RNA-Seq,SJAML030947_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030987_D1,RTCG,SJAML030987_D1,RNA-Seq,SJAML030987_D1.RNA-Seq,SJAML030987_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML030988_D1,RTCG,SJAML030988_D1,RNA-Seq,SJAML030988_D1.RNA-Seq,SJAML030988_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031022_D1,RTCG,SJAML031022_D1,RNA-Seq,SJAML031022_D1.RNA-Seq,SJAML031022_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031051_D1,RTCG,SJAML031051_D1,RNA-Seq,SJAML031051_D1.RNA-Seq,SJAML031051_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031065_D1,RTCG,SJAML031065_D1,RNA-Seq,SJAML031065_D1.RNA-Seq,SJAML031065_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031075_D1,RTCG,SJAML031075_D1,RNA-Seq,SJAML031075_D1.RNA-Seq,SJAML031075_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031082_D1,RTCG,SJAML031082_D1,RNA-Seq,SJAML031082_D1.RNA-Seq,SJAML031082_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00326,NB551266","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031106_D1,RTCG,SJAML031106_D1,RNA-Seq,SJAML031106_D1.RNA-Seq,SJAML031106_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031120_D1,RTCG,SJAML031120_D1,RNA-Seq,SJAML031120_D1.RNA-Seq,SJAML031120_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJAML031121_D1,RTCG,SJAML031121_D1,RNA-Seq,SJAML031121_D1.RNA-Seq,SJAML031121_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
PCGP_SJAMLM7001_D,PCGP,SJAMLM7001_D,RNA-Seq,SJAMLM7001_D.RNA-Seq,SJAMLM7001_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1714_15,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4729,0.4716,0.0555,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJAMLM7003_D,PCGP,SJAMLM7003_D,RNA-Seq,SJAMLM7003_D.RNA-Seq,SJAMLM7003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1680_7,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.481,0.4819,0.0371,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJAMLM7004_D,PCGP,SJAMLM7004_D,RNA-Seq,SJAMLM7004_D.RNA-Seq,SJAMLM7004_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1714_3,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4841,0.4841,0.0319,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJAMLM7005_D,PCGP,SJAMLM7005_D,RNA-Seq,SJAMLM7005_D.RNA-Seq,SJAMLM7005_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1680_0003,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4699,0.4693,0.0608,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJAMLM7006_D,PCGP,SJAMLM7006_D,RNA-Seq,SJAMLM7006_D.RNA-Seq,SJAMLM7006_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1714_0004,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4606,0.4637,0.0756,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
